question,answer
مريض نوبات هلع سابقاً والاغلب رجعت لي لان عندي قلق وتوتر اتجاهل الأفكار وعند ما امارس أي نشاط يجيني وسواس قوي وسريع جدا وتافه لكن (الأفكار تسطو علي) واحس اني بفقد السيطرة,"سلامتك.
الأفضل أن تراجع طبيبا نفسيا بشكل شخصي ليقيم ويشخص الحال بدقه ويضع الخطه العلاجيه المناسبه بأشكالها الدوائيه والنفسيه المعرفيه.
راجيا لك وافر الصحه والسعاده"
هل يوجد تعارض بين دواء باروكسيتين مضاد الاكتئاب مع دواء اوبلكس مهدئ السعال,"سلامتك.
من الأفضل أن تستشير طبيلك المعالج.
فعلا السعال الذي ذكرته يتركب من أكثر من مكون.. وقد يسبب الشعور الدوخه او النعاس والكسل مع الباروكستين"
بعد ولادتي حدث معي اعراض غريبه مثل خوف وقلق وتوتر ارتجف احيانا لو احد يسولف معي وتساقط شعر هل هو مرض نفسي ولا من نقص دال حللت دال طلع٢٠ هل ارتفع الدال ولا اروح لدكتور النفسي,"سلامتك.
الأولى ان تراجع طبيبا نفسيا ليقيم الوضع الصحي والنفسي بشكل مباشر
مستوى فيتامين D لا يفسر هذه الأعراض النفسيه والتوترية المنشأ
راجيا لك وافر الصحه والعافيه"
المريض بياخد العلاج دا (بنزوتروپين/ريسبريدون/كويتيابين) هو بيميل للوحده بس مش بيتعصب والغضب قليل جدآ فى بدايل للعلاج دا تعالج المشكلة او انه ميخدهاش بشكل يومى. وهل الشخص دا يصلح للزواج.... ولو متجوز هل هتقابله مشكله بسبب العلاج..,"سلامته..
اسئله تحتاج شرحا مطولا.
الأنسب ان يتم استشارة الطبيب المعالج والذي لديه العديد من التفاصيل الهامه عن السيره ألمرضيه للمصاب.
راجيا له المعافاة"
"السلام عليكم
كنت اعاني من التفكير في الجنس دائما واحاول ب الصلاة والقرآن الابتعاد عن هذه الافكار ولاكن لم تنجح ب اي طريقة ففي يوم من الايام وصف لي طبيب علاجا لاعصاب الرقبة اسمه selectra وبعد استخدامه ذهب هذه الاعرض وخفت كثيرا ولاكني تركت العلاج وبدأت الاعراض من جديد ماذا علي ان افعل","سلامتك.
هذا العلاج الموصوف Sertraline يساعد في علاج القلق والاكتئاب وكذلك الوسواس القهري.
ولكن من الأفضل أن تراجع طبيبا نفسيا ليدقق في التشخيص الطبي ويضع الخطه العلاجيه المناسبه والمتكامله
راجيا لك وافر الصحه والسعاده"
"اريد دواء
اشعر بلا مبالاه مع من احبهم ومن يهتمون بي واحيانا احبهم واحيانا لا اطيق فأنا في تغير مزاجشديد اشعر باضطراب كأني في صراع وحرب دائم من تغير الى تغير ولا اثبت على حاله
فترة اكون مكتأبه وافكر في الانتحار وفترة تليها اشعر انني بخير واني احب الحياه ولا افكر ابدا بالانتحار و استضعف من يفكرون به",يجب المتابعة مع طبيب نفسي من أجل التشخيص وتحديد العلاج الدوائي كما يجب المتابعة مع معالج نفسي لعلاج الأسباب النفسية الكامنة التي تؤدي الإكتئاب
السلام عليكم اعاني من كثير من الافكار المزعجة الفكرة المسيطرة على عقلي حالياً هي فكرة الشذوذ اني اصبحت شاذاً او سوف اصبح و ابدا بالخوف و القلق و احياناً عندما افكر في فيها اشعر بانتصاب خفيف و اخاف اكثر هل هذا شذوذ ام لا و هل ازور طبيب نفسي و ما سبب الانتصاب و هل يتحول الانسان فجأة الى شاذ ارجو الرد,"سلامتك.
الانتصاب لا يتماشى مع الشعور بالتوتر والقلق في غالب الأحيان!!
وتخفيف هذا التوتر والشعور بالقلق والاجابه على تساؤلات والتي تحتاج تفصيلات عديده فانصح بمراجعة طبيب نفسي بشكل شخصي ليقيم الحاله ولا داعي للقلق حين ذلك.
راجيا لك وافر الصحه والتوفيق"
أعاني من الاكتئاب النفسي الذي اثر على صحتي منذ وقت طويل، وتشتت العقل وعدم التركيز والتشويش. ارجو اعطائي اسم دواء,"سلامتك.
إن التشخيص الذاتي ووصف علاج بهذة العجاله والبساطه يتنافي وابسط قواعد الطب السليمه.
ان كانت هذه المشاعر ترافقك منذ فترة طويله وتؤثر على توازن حياتك تحتاج مراجعة طبيب نفسي ليدقق في التشخيص ووضع خطه علاجيه لا تقوم على العلاج الدوائي فقط
راجيا لكِ الصحة والسعاده"
بحس اني دايما عندي ضيق تنفس وصدري فيه نغزة او حاجه خنقاه ودوخة للعلم اني بقالي فترة في ضغط نفسي وعصبي بنفعل كتير دماغي بتفكر حتى وانا نايمة بس بعد آخر مشكلة حصلت معايا وانا ساكتة مبتكلمش ومبقومش من مكاني بس باكل واشرب عادي فقدت احساسي بكل اللي حواليا ونفسي مفيش حاجه هتبسطني ولو في مش هتتعمل عشاني,"سلامتك.
من المتوقع أن الضغط النفسي يولد مثل هذه المشاعر النفسيه والاستجابه الجسديه.
وبالتأكيد ان التعامل مع حل المشاكل هذه يقوم على حلول عمليه وليست فقط عاطفيه.
ان كانت هناك صعوبات في التأقلم مع هذا الضغط ليس بمقدورك التعامل معها مراجعة اختصاصي طب نفسي لوضع خطه علاجيه شامله يساعد في تخفيف هذه الاعراض"
انا مريضة اضطراب وجداني وجائت لي النوبة مرتين بفرق ثلاث سنوات و مستمرة علي علاج بريانيل و اريبريكس و قال لي الدكتور بأن هذا العلاج مدي الحياة ف سؤالي هل لو كنت اخطط للحمل متي اوقف العلاج و هل لو وقفته يوجد ضرر ؟,"سلامتك.
هناك معلومات وتفاصيل نحتاجها لتقديم المشوره فهل هذا الاضطراب ثنائي القطب؟
وبالذات في مواضيع العلاج والحمل هناك تفاصيل لدي طبيبك المعالج يجعله في موضع افضل لأخذ القرار.
الأفضل مناقشة طبيبك في هذا الشأن
راجيا لكِ موفور الصحه والسعاده"
اعاني من توتور شديد وقلق نفسي والم جسدي استخدمت دواء البرازولام بعد ذلك استخدمت برازيبام بوصفة طبيب بمقدار حبة قبل النوم لم تجدي لي نفعا اريد دواء منوم قوي سريع مفعول,"سلامتك.
انت شاب في مقتبل عمرك وهذه العلاجات التي ذكرتها قد تفضي أوتقود للادمان اذا استخدمت بشكل يومي لفتره طويله وتضيف مشكله جديده عدا عن أعراضها الجانبيه الأخرى.
من الاجدر ان يتم تقييم دقيق وشامل لسبب الارق إن كان نفسيا ام عضويا أو لأسباب تتعلق بضعف التقيد بنمط حياه صحيه او أساليب النوم الصحي ووضع الحلول المناسبه وليس الاعتماد فقط على الحلول السريعه او تلك العلاجات التي تقود للإدمان.
راجيا لك الصحه والمعافاه"
